Epoch 29, Batch 600, Control Accuracy: 0.920, Test Accuracy: 0.150, Control Loss: 163.457, Test Loss: 129.529
Epoch 29, Batch 700, Control Accuracy: 0.620, Test Accuracy: 0.190, Control Loss: 161.822, Test Loss: 124.811
Epoch 29, Batch 800, Control Accuracy: 0.660, Test Accuracy: 0.180, Control Loss: 165.309, Test Loss: 129.695
Epoch 30, Batch 100, Control Accuracy: 0.780, Test Accuracy: 0.930, Control Loss: 165.137, Test Loss: 127.096
Epoch 30, Batch 200, Control Accuracy: 0.770, Test Accuracy: 0.150, Control Loss: 162.810, Test Loss: 127.310
Epoch 30, Batch 300, Control Accuracy: 0.780, Test Accuracy: 0.150, Control Loss: 158.400, Test Loss: 128.865
Epoch 30, Batch 400, Control Accuracy: 0.790, Test Accuracy: 0.930, Control Loss: 162.865, Test Loss: 123.024
Epoch 30, Batch 500, Control Accuracy: 0.650, Test Accuracy: 0.200, Control Loss: 163.276, Test Loss: 126.878
Epoch 30, Batch 600, Control Accuracy: 0.660, Test Accuracy: 0.210, Control Loss: 162.226, Test Loss: 128.524
Epoch 30, Batch 700, Control Accuracy: 0.740, Test Accuracy: 0.200, Control Loss: 159.974, Test Loss: 126.047
Epoch 30, Batch 800, Control Accuracy: 0.850, Test Accuracy: 0.730, Control Loss: 161.995, Test Loss: 126.893
